,comment,comment_id,author_url,author_name,reply_count,like_count,date,vidid,total_reply_counts,vid_title,just_date
0,"Under Biden's administration, we have another great year, we have good relations with other countries, low gas prices, and a historically low unemployment rate. So let's keep up the good work, Biden 2024, like this comment if you agree.",UgyaiRArx1L0woMsEYt4AaABAg,http://www.youtube.com/channel/UC1Xvv3vVIGjLRVlGaedgakQ,@Fasince1994,0,0,2024-01-26 04:52:13+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-26
1,Who was the woman in the last clip speaking about humankind?,UgxWCNZh_NY_MGVMPJN4AaABAg,http://www.youtube.com/channel/UCLKTjmpqBBS9Cfbx3_93LrA,@ouareaugirl,0,0,2024-01-26 01:49:53+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-26
2,BRO what free palestine this is non sense,Ugy0OPog6QJXjsTVt_p4AaABAg,http://www.youtube.com/channel/UCiddoYjScJkWAw9kLpctXsw,@user-bk6xe7ib5u,0,0,2024-01-25 22:48:09+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-25
3,Wake up……Jesus is coming……..,Ugy1gbn1VpiZHHOo5jJ4AaABAg,http://www.youtube.com/channel/UCsCblH_TJBUVdtSNhwxG8kQ,@s.k.vi4life832,0,0,2024-01-25 22:25:51+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-25
4,"honestly, despite all the chaos on social media and real life, i was able to do a lot of travelling in 2023 which im super grateful for. :)",Ugxwjrd5P3DpIvNMnUt4AaABAg,http://www.youtube.com/channel/UCmLuCGyRgJFHnL6EuBrWj9Q,@jess.azuria,0,0,2024-01-25 21:05:49+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-25
5,We will bury ourselves,UgwllfH5s8jrLMvPOYt4AaABAg,http://www.youtube.com/channel/UCre7enBAexSG0K3eGHCVZdQ,@lavbusarac2547,0,0,2024-01-25 20:18:38+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-25
6,Ukraine will live!,Ugx0Nqfre-6sxqFj7iN4AaABAg,http://www.youtube.com/channel/UCT3v43WLIeOdwJl3yw2Fbfg,@Some_Random_stuff876,0,0,2024-01-25 16:41:06+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-25
7,Free palestine❤,UgzygYn4Rp5SLUSChy54AaABAg,http://www.youtube.com/channel/UCDgS5u_42xYNXiR4XLmYAFw,@anasahmed5832,0,0,2024-01-25 10:25:52+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-25
8,I feel more and more like Leela from The Fifth Element when she was learning the alphabet ((,UgyAhy14M7a7b480d7d4AaABAg,http://www.youtube.com/channel/UCE8c23OD5Nxucq1T7z7CS7w,@psevdonim257,0,0,2024-01-25 07:55:47+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-25
9,"Title should've been, ""USA in 2023 for 7mins.""",Ugw1p97hagoNyum7ljd4AaABAg,http://www.youtube.com/channel/UCg1Mo5I9n5ckoqWKWFhsjSg,@rdpacis7822,0,1,2024-01-24 22:51:48+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-24
10,"After watching this, Im like what in the world is going on anymore.",UgzMNgZrE405z5aeptF4AaABAg,http://www.youtube.com/channel/UCq_e0NCJODUh-VueUAv2qXQ,@iancalato9695,0,0,2024-01-24 20:41:43+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-24
11,what ayear it was i found my love and future maybe🤭🤭,UgzmKLHsZHUmlJ5qiDh4AaABAg,http://www.youtube.com/channel/UC7Doth8k45pZm7NXbPuyyDg,@darshgaming267,0,0,2024-01-24 11:38:47+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-24
12,keep in course,UgyB7PSz09_J8pqDmJN4AaABAg,http://www.youtube.com/channel/UC2gIG-i6ZL9JNjVbN4qDChw,@user-mg2nr6fo8r,0,0,2024-01-24 04:35:23+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-24
13,i wish i could repost youtube videos,UgyOPXOR8z3zUJtiArd4AaABAg,http://www.youtube.com/channel/UCrifjJDT5oA_al_xPnF9AsA,@BreadStudioes,0,0,2024-01-23 19:07:28+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-23
14,That feels more like a ww3 trailer than a recap,Ugw2P6fJhVgxRfzBxvl4AaABAg,http://www.youtube.com/channel/UCVRIYsp8Pa2n7dkqkQYzjbQ,@swat38,0,1,2024-01-23 18:52:11+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-23
15,"Yeah, but what can you really do about any of this? Am I right? Sit back and enjoy the ride.",UgxbN4tvDzjJWrgKZLV4AaABAg,http://www.youtube.com/channel/UCztaFHkcunlnSo8sNikQh-Q,@seanwebb605,0,0,2024-01-22 21:37:36+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-22
16,I hope you guys do one of these every year,UgzMPI--KHUr5FM5hoZ4AaABAg,http://www.youtube.com/channel/UC3NL_92T-4GpFJdznsy0i-g,@urDumbDummy,1,0,2024-01-22 03:27:19+00:00,sJs_64OUpEs,1,"2023, in 7 minutes",2024-01-22
17,What is the speech at 7:25? I looked up the profound line “we are being asked to love the extraordinary species that is human kind and keep it alive.” I couldn’t find anything.,UgyY4CqCeAhxwZG2X294AaABAg,http://www.youtube.com/channel/UCPlqLEXth11offBYV9AlvAg,@afan2326,0,1,2024-01-21 22:31:36+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-21
18,uh,Ugy4Udrq_2mdHpn7tgh4AaABAg,http://www.youtube.com/channel/UC5MPP2joPxycubJ_xHe4eJA,@cool7boy803,0,0,2024-01-21 20:36:54+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-21
19,"I just have to say that I love that two of my biggest passions made it into this video because it makes me happy. They showed a clip of BLACKPINK and I’m a huge K-Pop fan so that was really cool and also they showed a clip from Tears of the Kingdom and I’m a huge Zelda fan and Gamer and also Zelda is my favorite game series and so I am very happy with this video already. I know that there were a lot of bad things that happened in the world in 2023, but for me it was an amazing year because I did a lot of fun things!!!",UgytU1uLKjnWR9eulit4AaABAg,http://www.youtube.com/channel/UCkuwrFmOMP-vaDcm9htF_2w,@adamzimmerman2464,0,0,2024-01-21 20:33:28+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-21
20,Hhhhhhhhhhhhhhhhhhllllllllllllllll,UgxpUST9CU-tUt5H9ed4AaABAg,http://www.youtube.com/channel/UCkzd_pLKqxW6KL8RPzgZ1vw,@danashow6188,1,1,2024-01-21 17:25:17+00:00,sJs_64OUpEs,1,"2023, in 7 minutes",2024-01-21
21,Australian Cricket team silenced 1.5 billion people? Got unnoticed 😮,Ugyp33TerNzIseYYwxF4AaABAg,http://www.youtube.com/channel/UCSxMl1y77664B01ZQQcNJSg,@Axphey007,0,0,2024-01-21 15:01:10+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-21
22,did this video make anyone else wanna cry especially towards the end?,UgwDLjcSpZ0XY1ajt_B4AaABAg,http://www.youtube.com/channel/UC8q6uyCMg9uD2NzSCjjZTGw,@siennagalvez8671,0,1,2024-01-21 08:22:14+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-21
23,Thank you. You're doing important work. Who could ask for more?,UgzEi6ksB2LYnKO0LsZ4AaABAg,http://www.youtube.com/channel/UCdo0MDZ4LNvG6XmUXb0NU2g,@rollingarrow592,0,0,2024-01-20 19:03:45+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-20
24,"children cannot be trans, leave them alone",UgxOw2B1D4ra76gWSS94AaABAg,http://www.youtube.com/channel/UCWcqdcE6fTWvaPBQS8rFODA,@GG_1318,0,1,2024-01-20 14:56:46+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-20
25,"And, yes from an American perspective",Ugxiza7--2KamgGYI1N4AaABAg,http://www.youtube.com/channel/UCzY2-drfrxQwRBFAV9aufyg,@theerukai17,2,1,2024-01-20 11:47:59+00:00,sJs_64OUpEs,2,"2023, in 7 minutes",2024-01-20
26,That last line just hits so hard .,UgyADKq_E4MLQu4yhZ54AaABAg,http://www.youtube.com/channel/UCwLpR1C3h4-i5gSqfGYj-Tg,@raviyadav-py6no,0,0,2024-01-20 09:16:25+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-20
27,"you know im a normal student in china.last week the china daily post the 2023 in 7 minutes as well.but only the beautiful of prosperity has been uploaded,However, there is no trace of the cruel reality that needs to be faced.",Ugx1lhfwNh_Tsg2NdQB4AaABAg,http://www.youtube.com/channel/UC5DTdmhoy7SXY_a3YBz0bUA,@suannaizaihhht,0,0,2024-01-20 02:20:28+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-20
28,"Given how many new conflicts are happening right in the start of the year, maybe we r looking at a world war",UgxJxQtxPPWICIWoApZ4AaABAg,http://www.youtube.com/channel/UCOthMW9xzY8VA4e-0wV0f-w,@cypher1133,0,0,2024-01-19 21:34:38+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-19
29,Much love and hope fellow Humans! ❤️,UgzoxGyF49PuNIQP5H94AaABAg,http://www.youtube.com/channel/UCraJRqERSDlqMFH83C5vRIQ,@davidcantu2665,0,0,2024-01-19 18:28:00+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-19
30,"This video is good, but Vox forgot something just like WYD 2023 and Turkiye Earthquakes",Ugwil9xePEGobSkS6oB4AaABAg,http://www.youtube.com/channel/UCKeXMSLiPL1paZtWQb4fkxg,@ztcpanadinhodl3878,0,0,2024-01-19 17:02:15+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-19
31,"truly sad that Palestine is still under genocide, hope they'll be free soon",UgxMGx_HeWjgtsg0AIh4AaABAg,http://www.youtube.com/channel/UCE8sIE0Y1Zje_Vy3CmZCXeg,@fariassanez,0,2,2024-01-19 15:53:03+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-19
32,0:48 The look on his face when asked this question perfectly illustrates the American people when they finally figure out that our representatives are waaaaay out of touch.,UgwY7LU7-vgkHiGijlx4AaABAg,http://www.youtube.com/channel/UCHJAeyDCbS_Z3irnZFN6_hw,@speakstheobvious5769,0,0,2024-01-19 15:22:35+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-19
33,What a year,Ugwz82BDkU7SukIbE6h4AaABAg,http://www.youtube.com/channel/UCmjVpCGdboTMu9zvZYLjimg,@realityblows5817,0,0,2024-01-19 14:47:45+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-19
34,I’m so happy to see Aubrey plaza is there 🤣hahahah,Ugw2Jh-GQ_GJGSKZ0dV4AaABAg,http://www.youtube.com/channel/UCFyzcp4TKWSqKdWcrM651CQ,@miji305,0,0,2024-01-19 11:43:21+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-19
35,imagine putting the womens world cup on here as if anybody cares,Ugz6_8FUp4XIvTHTEjF4AaABAg,http://www.youtube.com/channel/UCAR58AeSP3M-B4FaMimpiyA,@Joe-ib4qo,1,0,2024-01-19 07:16:58+00:00,sJs_64OUpEs,1,"2023, in 7 minutes",2024-01-19
36,This video makes me realize how lucky I am to be living in the US,UgxvAq9ktXtbh1raKqt4AaABAg,http://www.youtube.com/channel/UCHrVk-3xUSGbRAFayC0Z5Mw,@Life_of_Matthew,0,1,2024-01-19 02:35:21+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-19
37,the amount of times I had to pause and think about the clip that was shown in the video. i really forgot about more then half of this.,Ugx9PJ2JaUD3h6mzWfN4AaABAg,http://www.youtube.com/channel/UC3LK6Ud7FUAskhN5jChyE4Q,@giannalarosa6996,0,0,2024-01-19 00:43:20+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-19
38,"If I had to use one word to describe 2023, It would be CHAOTIC.",Ugx7-9WKLZYJr-juooF4AaABAg,http://www.youtube.com/channel/UCJj7yE01MNTTIkQy-v4WqwA,@firefistjackson3890,0,0,2024-01-18 23:33:34+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-18
39,Eeerrrrm it's actually 7 minutes and 50 secondsssss🤓☝️,UgzXbrLgkWwM0ibZf2p4AaABAg,http://www.youtube.com/channel/UCK9Z5xO5ARxIHikwMZJ3Q3A,@Ossy69420,0,0,2024-01-18 22:30:37+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-18
40,didn't even care to mention UTOPIA 🤦‍♂,UgxjBDDi5cD-h6UOmdl4AaABAg,http://www.youtube.com/channel/UC0XQHSR6YdgLHgFd6gkLT9Q,@Websterdos,0,0,2024-01-18 21:24:00+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-18
41,No cricket world cup so sad ?,UgzWo5p0l_4jFQfZCoB4AaABAg,http://www.youtube.com/channel/UC3vILVJoR8Rvn9r_5s6Xm5A,@high-12,0,0,2024-01-18 14:17:39+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-18
42,juckt?,Ugz5vDIoHRoALYScJS54AaABAg,http://www.youtube.com/channel/UCw81ubPTHJn35Fw_2Qf83kg,@bigd982,0,1,2024-01-18 13:26:20+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-18
43,🇵🇸🇵🇸,UgyDOOzP3bZdMD2pb7h4AaABAg,http://www.youtube.com/channel/UCeHvecC4jo7VXinnJFXv5Ow,@user-oq1no3rp7d,0,3,2024-01-18 10:37:06+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-18
44,The video should be renamed to A look back to America and major economies 2023,Ugx0Etd8g_-R9MjB9k94AaABAg,http://www.youtube.com/channel/UCelu3By3I4B8erhmPfgF1gQ,@harshgoswami2235,0,1,2024-01-18 04:13:04+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-18
45,Nice video ! Please do it every year,Ugz7GhR_NLtN-D2hftZ4AaABAg,http://www.youtube.com/channel/UC2tReAg-XaFPE3rcwYTk8cw,@cristianyoga,0,0,2024-01-18 03:47:54+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-18
46,No GTA 6 trailer🙁,UgxnJDOZlJ_DNMXCy594AaABAg,http://www.youtube.com/channel/UCwWxLtpFJqy-4RrdtuHn7rg,@chibsguilbeault7827,0,2,2024-01-17 23:36:19+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-17
47,Were there good things that happened in 2023? Yes. But I can’t be the only one that thinks the bad outweighs the good. And it just keeps getting worse.,Ugx45M_7m3uHI7RC0Q14AaABAg,http://www.youtube.com/channel/UC3p0JAUlvTqFFF_sV2tQc7g,@Tazzz1508,0,0,2024-01-17 23:24:24+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-17
48,chat gpt does not have infos about 2023,UgzbRoLlPvzrcpMWpMZ4AaABAg,http://www.youtube.com/channel/UC9nA1EEBeJYtpITs80TrNhg,@Alexifeu,0,1,2024-01-17 20:10:11+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-17
49,Described it perfectly,Ugwy6MZQosjYo2JHa0t4AaABAg,http://www.youtube.com/channel/UC34Ev_unHPDb2nOfxWZcTGA,@frank-gq8qk,0,0,2024-01-17 19:02:26+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-17
50,this is NOT youtube rewind,UgwBQJ5vxC21XNyQEnV4AaABAg,http://www.youtube.com/channel/UCdNSVOJyQNK3OYeiBJOFKAA,@superfatt13,0,0,2024-01-17 17:44:18+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-17
51,You didn't mention storm daniel in Derna-Libya,UgxqajlQ6T2Je-IvQyp4AaABAg,http://www.youtube.com/channel/UCoi8jgqheq3FzhNvmvOqXaw,@kussayhashad2351,0,0,2024-01-17 12:31:21+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-17
52,where is andrew tate?,UgwTa10RuZErQ_nIEyV4AaABAg,http://www.youtube.com/channel/UCC54rWMnmfgETlsseLSL1eg,@ryandagaiy,0,0,2024-01-17 09:39:42+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-17
53,the second coming is near,Ugzt2BxIJJdheoQiMl54AaABAg,http://www.youtube.com/channel/UCpbme-K2YjOKko3_twIswQw,@poushali.k,0,0,2024-01-17 06:44:06+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-17
54,too American centric,UgxWYL2IRFMb7NuNbe54AaABAg,http://www.youtube.com/channel/UCkBGow5bbttV1wkzTvGa66Q,@afra5219,0,0,2024-01-17 05:06:55+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-17
55,nobody cares about india,UgwCVlRKuY3Bf2ZFMFx4AaABAg,http://www.youtube.com/channel/UC5Oj_uNnVE09izOB-gF_kCQ,@realcartoongirl,1,0,2024-01-16 17:59:07+00:00,sJs_64OUpEs,1,"2023, in 7 minutes",2024-01-16
56,🤯🤯,UgyepSxhewatWb8EN9x4AaABAg,http://www.youtube.com/channel/UCae2Xf0BIwNHPD0hblkqtJw,@martinaluongo2355,0,0,2024-01-16 17:07:05+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-16
57,Jesus is of kept widow inside dios idle of musicians keen stick men shud surname hence disobedience odkfiedkejskdididkdkdcjdjckdkckdiisdjisjjsjsjejdis if find it ice rich rich the Disney hehehe,Ugx80NPO16qL5xErNmt4AaABAg,http://www.youtube.com/channel/UCpY1MNBs5g4Y7Msl0J0Pqig,@thelegendty1595,0,0,2024-01-16 15:35:57+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-16
58,Израиль и Украина мы с вами 🇺🇦 🇮🇱 ❤❤❤,UgwAuQj4iptjG_elH-x4AaABAg,http://www.youtube.com/channel/UCSj7-XBUNjAM-2N8bq5yU7Q,@alexandraborodina4969,2,2,2024-01-16 14:57:17+00:00,sJs_64OUpEs,2,"2023, in 7 minutes",2024-01-16
59,I’m so late and sooo lost. I was under a rock for most of 2023 by banning myself from social media. I should continue this ban 😂,UgzYjiqhJUp_NCucfA14AaABAg,http://www.youtube.com/channel/UCRqNUXp5GZ9-T_xqBRiPmpg,@QueenCoCoaMocha,0,0,2024-01-16 13:49:29+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-16
60,"Lets be honest: we wont reach 2030 if this sh** keeps on going down, why cant we just live in peace?

And btw, is it just me, or has the hype for the new years after 2020 died down? Like, it just doesnt feel the same way it did, for example: 2016 -> 2017 was one of the more hype years, but now, its just a time where we have to get together.....",UgxgkkcpC931Kft4adp4AaABAg,http://www.youtube.com/channel/UCRyNCpi4zdckA0ocwGS-GyQ,@artyboiexehasstarted5611,0,0,2024-01-16 13:15:34+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-16
61,What about South Africa winning the rugby World Cup?,UgxhW0pykEZYfpdEe2J4AaABAg,http://www.youtube.com/channel/UCsDTIXMNLeGIPJFnTuQhDwQ,@cinthia4883,0,0,2024-01-16 07:26:23+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-16
62,"whoever edited this, pure talent",UgyQQhL8a0zzsegTl-p4AaABAg,http://www.youtube.com/channel/UC-Mkgu-ebmJZzgD_80juYfg,@andreazhu5928,0,0,2024-01-16 07:08:41+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-16
63,Where is Leo,Ugz0ixBWHgjsNlW23eN4AaABAg,http://www.youtube.com/channel/UC2IIFAVrl-ELAHO8ser6VLQ,@virajsambre,0,0,2024-01-16 05:15:03+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-16
64,"Interesting choice to only depict violence in Israel-Palestine after Israel entered Gaza, and not spend a second on the initial Hamas invasion and massacre. This journalistic dishonesty is staggering.",Ugwkt5k_XdDcLW_OCz14AaABAg,http://www.youtube.com/channel/UCZZJV7R1tNyKJBAjyIKnvBw,@amitaiben-poratillouz9743,0,0,2024-01-16 03:13:22+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-16
65,The thought of war its selfs makes me cry sometimes i imagine myself in it,UgylbVyjMTWNbdqDEKp4AaABAg,http://www.youtube.com/channel/UCd6alV4Y2zmiTh3wWWzC1zQ,@thisis_noodle1393,0,0,2024-01-16 02:10:43+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-16
66,"Bunch of matrix agenda is what this video. Lets talk about the collapsing american economy and the debt ceiling, not how Taylor Swift is contributing.",Ugxzh8l-zqRLovHp8dt4AaABAg,http://www.youtube.com/channel/UCVT0j85tnRL_VcIBb_a-x9g,@masongao123,0,0,2024-01-16 01:23:40+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-16
67,"we didn’t learn from the pandemic or even events that has happened before, society is to blind to notice what is really happening 
we are doomed in the future cause it doesn’t have real solutions to what we are living today. the history repeats itself 😢",UgwzOhnAnJNc73k-1IN4AaABAg,http://www.youtube.com/channel/UCFtKSx1fD0vO3QLcrZ3Lqyw,@analuiza-tz9dr,0,1,2024-01-16 00:43:07+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-16
68,"It's already 2024, and this decade already just feels UNREAL.",Ugzrg-bhGuIt756HVFh4AaABAg,http://www.youtube.com/channel/UCxSOkplSVygntZ8kYiBpe-g,@albertNealli6986,0,0,2024-01-15 21:11:01+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-15
69,Watching this just made me cry.,UgxqLhRKCA90_nlim-54AaABAg,http://www.youtube.com/channel/UCxSOkplSVygntZ8kYiBpe-g,@albertNealli6986,1,0,2024-01-15 20:45:45+00:00,sJs_64OUpEs,1,"2023, in 7 minutes",2024-01-15
70,<3,UgyY22EawGEC3AUrOqp4AaABAg,http://www.youtube.com/channel/UCb4aDYYUUdfca98nKal0ldg,@whiskeredshrimp,0,0,2024-01-15 18:56:03+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-15
71,"And yet you haven’t showed any footage of the war damage in Ukraine. The war is still going on and russians are still actively killing Ukrainians, this year was as hard for Ukraine, as was 2022",UgwQ5969qSXvisCcp6x4AaABAg,http://www.youtube.com/channel/UC4Irkp4eHC95_g-khELfVMA,@mariia9359,1,0,2024-01-15 16:55:30+00:00,sJs_64OUpEs,1,"2023, in 7 minutes",2024-01-15
72,And there is no word about Karabakh.......,UgztXfCuxthxpq5ZeRN4AaABAg,http://www.youtube.com/channel/UCtEzvmqYMrtk-FgBLU2p5eg,@Akop2222,0,2,2024-01-15 14:49:10+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-15
73,Please never stop making this videos.,UgzX_oUOFsLTDWLV6TR4AaABAg,http://www.youtube.com/channel/UC5wZRajL5QThrInxd1cWdYw,@raremoonwalker,0,0,2024-01-15 13:40:21+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-15
74,"Hehehehehehehehe

( This sound like a evil laugh to you people ? Actually NO it's only me coughing because i smoked some purple haze. ) AH ! GOTCHAAAA",Ugy4FQAnIjTlUS7JXvt4AaABAg,http://www.youtube.com/channel/UCcyvI3c5qvgPWr3kH1Inwow,@heyokaoverdashelly2kangel945,0,0,2024-01-15 10:48:54+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-15
75,2023 in 7 minutes in the eye of america*,UgyfPqY3o2oNl-EL9hJ4AaABAg,http://www.youtube.com/channel/UC4Qsh-n3uIkRJzaxHPP1aZA,@selensus4546,0,0,2024-01-15 10:08:16+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-15
76,"Good things kept getting better.
Bad things kept getting worse.",UgzR5enkz-dz_c-kmj14AaABAg,http://www.youtube.com/channel/UCoql06iGD2kbMLNCJ33TUXA,@Hagoromo6,0,0,2024-01-15 04:48:21+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-15
77,Looks like the intro to a Homefront game,UgxWfG9EIGNKoZiXM_t4AaABAg,http://www.youtube.com/channel/UCZjEcpai2Id_tmk6Qy4J1tw,@originalequinox,0,0,2024-01-15 03:55:32+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-15
78,one of the things I really hated about 2023 was moonbin from astros passing. I just got into Astro not even a year before his passing and he was my favorite member of Astro too.,UgyKbIglEfRyEFHIKcp4AaABAg,http://www.youtube.com/channel/UC-2UozDIVmvVnbng5lao14A,@yassgurl,0,1,2024-01-15 02:56:26+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-15
79,Dude this video actually made me sad,UgwnM5rsPY_LWa6JTZx4AaABAg,http://www.youtube.com/channel/UC-F8quM0to873aFHL5rXOHw,@woesmaro,0,1,2024-01-14 22:37:18+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-14
80,"I write in turkey, in 6 February get earthquake in there and killed 300.000 people in there. This number bigger than Gazza war and Ukraine war. How you didn't showed in there?",UgxN03OYPmgBAgrd1kZ4AaABAg,http://www.youtube.com/channel/UCIlrGsuYlUwVct_CxfBTkKQ,@harun1734,0,0,2024-01-14 20:23:25+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-14
81,i hate this,UgzjsXz-pVzcx6eKuEB4AaABAg,http://www.youtube.com/channel/UCzUNaZXGMHiwYlMvaWAH5GA,@rylans081,0,0,2024-01-14 17:56:56+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-14
82,❤❤,UgxY8pBZg6u1GEeI5Ih4AaABAg,http://www.youtube.com/channel/UCz1c6HJrha7hLM9hEIdAehg,@creeperchix,0,1,2024-01-14 14:16:52+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-14
83,2024 is gonna be for sure,UgzxgzF9-36GTjWc67t4AaABAg,http://www.youtube.com/channel/UCHY1lCR85LTwSCc1HqcO6LA,@ujjwalprakash3170,0,0,2024-01-14 12:19:45+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-14
84,what will 2024 be leik,UgybEBjaGMP_5ya2bfV4AaABAg,http://www.youtube.com/channel/UCRLRgsIwBOUBZ1aJrGsA9cQ,@ExpeditionaryCompany,0,0,2024-01-14 11:17:54+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-14
85,"What a long, chaotic, painful... Year. 

Thank you Vox for letting us know how valuable my life is, that I must take advantage of the time, to be grateful and enjoy with my loved ones and with myself; what a year...",UgyftJCa594kIPnkkJt4AaABAg,http://www.youtube.com/channel/UCCxpkip2rK-mH5ccLA_HhVQ,@fitzgeraldquezadarosario,0,2,2024-01-14 06:49:57+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-14
86,"If Kanye releases an album this year, put it on your 2024 recap",UgyLNDaSiq2-XRobCzl4AaABAg,http://www.youtube.com/channel/UCCgaoaCOpyMWv3dRK9BB_-A,@jakecadeproductions9407,0,0,2024-01-14 04:36:25+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-14
87,Did you forget to put Messi winning World Cup or was that another year?,Ugx4SzZP90BEyrNEmwN4AaABAg,http://www.youtube.com/channel/UC9I84x0Zyt08qLHtO7GEmxA,@dipeshlamichhane1272,1,0,2024-01-14 03:00:48+00:00,sJs_64OUpEs,1,"2023, in 7 minutes",2024-01-14
88,Aaaa o Brasil aparecendo por causa dos idiotas dos bolsonaristas,UgxaA9lzoetgQ1EU9V94AaABAg,http://www.youtube.com/channel/UCHOd9uymCYES7B6xaaH2gcA,@gabrielmendes786,0,0,2024-01-13 23:19:25+00:00,sJs_64OUpEs,0,"2023, in 7 minutes",2024-01-13
